-80	-40	17.415
-80	-39	30.146
-80	-38	23.98
-80	-37	27.79
-80	-36	25.707
-80	-35	32.278
-80	-34	30.488
-80	-33	28.735
-80	-32	27.286
-80	-31	39.182
-80	-30	40.055
-80	-29	38.827
-80	-28	41.36
-80	-27	40.952
-80	-26	47.903
-80	-25	53.374
-80	-24	62.156
-80	-23	61.105
-80	-22	65.298
-80	-21	76.542
-80	-20	69.075
-80	-19	79.526
-80	-18	83.935
-80	-17	90.838
-80	-16	91.287
-80	-15	89.775
-80	-14	105.7
-80	-13	112.38
-80	-12	108.97
-80	-11	107.54
-80	-10	111.7
-80	-9	132.97
-80	-8	116.02
-80	-7	132.52
-80	-6	139.97
-80	-5	146.74
-80	-4	163.68
-80	-3	162.84
-80	-2	196.43
-80	-1	184.58
-80	0	205.03
-80	1	222.16
-80	2	234.96
-80	3	242.1
-80	4	261.96
-80	5	242.22
-80	6	265.31
-80	7	261.49
-80	8	247.83
-80	9	237.82
-80	10	271.93
-80	11	250.98
-80	12	235.62
-80	13	272.63
-80	14	301.58
-80	15	300.22
-80	16	268
-80	17	268.61
-80	18	297.11
-80	19	279.64
-80	20	313.93
-80	21	280.35
-80	22	280.83
-80	23	263.72
-80	24	269.95
-80	25	266.46
-80	26	265.85
-80	27	259.63
-80	28	270.53
-80	29	249.79
-80	30	287.82
-80	31	294.77
-80	32	278.09
-80	33	267.56
-80	34	270.45
-80	35	256.6
-80	36	261.98
-80	37	283.29
-80	38	297.78
-80	39	255.6
-80	40	286.3
-80	41	272.92
-80	42	264.55
-80	43	220.16
-80	44	257.67
-80	45	228.19
-80	46	199.24
-80	47	228.84
-80	48	236.06
-80	49	240.13
-80	50	205.42
-80	51	207.26
-80	52	180.96
-80	53	247.23
-80	54	220.12
-80	55	219.28
-80	56	210.66
-80	57	181.96
-80	58	198.52
-80	59	178.2
-80	60	205.83
-80	61	178.55
-80	62	169.71
-80	63	170.06
-80	64	147.33
-80	65	173.92
-80	66	173.87
-80	67	141.64
-80	68	130.31
-80	69	121.78
-80	70	121.55
-80	71	111.83
-80	72	102.48
-80	73	113.75
-80	74	87.551
-80	75	80.18
-80	76	90.638
-80	77	65.277
-80	78	65.107
-80	79	72.546
-80	80	55.768
-79	-40	28.06
-79	-39	29.602
-79	-38	25.289
-79	-37	24.627
-79	-36	29.418
-79	-35	26.968
-79	-34	37.092
-79	-33	30.495
-79	-32	32.774
-79	-31	38.695
-79	-30	39.95
-79	-29	44.451
-79	-28	38.003
-79	-27	47.259
-79	-26	53.037
-79	-25	56.895
-79	-24	64.558
-79	-23	55.371
-79	-22	75.686
-79	-21	71.758
-79	-20	74.847
-79	-19	82.699
-79	-18	84.102
-79	-17	90.395
-79	-16	96.637
-79	-15	99.831
-79	-14	111.12
-79	-13	112.11
-79	-12	120.73
-79	-11	113.47
-79	-10	111.33
-79	-9	118.56
-79	-8	114.02
-79	-7	140.41
-79	-6	124.46
-79	-5	143.42
-79	-4	151.26
-79	-3	170.58
-79	-2	185.99
-79	-1	184.98
-79	0	202.96
-79	1	217.92
-79	2	216.29
-79	3	243.84
-79	4	263.78
-79	5	258.33
-79	6	246.7
-79	7	261.28
-79	8	261.17
-79	9	271.07
-79	10	253.95
-79	11	282.47
-79	12	286.17
-79	13	259.67
-79	14	273.1
-79	15	290.28
-79	16	263.16
-79	17	276.55
-79	18	299.23
-79	19	273.05
-79	20	268.92
-79	21	266.55
-79	22	266.3
-79	23	281.56
-79	24	292.15
-79	25	274.93
-79	26	274.65
-79	27	264.4
-79	28	279.92
-79	29	264.85
-79	30	259.49
-79	31	282.93
-79	32	272.99
-79	33	284.87
-79	34	270.48
-79	35	263.14
-79	36	284.9
-79	37	239.15
-79	38	299.31
-79	39	272.04
-79	40	274.79
-79	41	272.13
-79	42	277.04
-79	43	262.61
-79	44	226.14
-79	45	247.3
-79	46	271.35
-79	47	228.21
-79	48	220.85
-79	49	225.68
-79	50	239.31
-79	51	215.62
-79	52	225.53
-79	53	229.23
-79	54	219.51
-79	55	197.84
-79	56	208.1
-79	57	205.83
-79	58	191.58
-79	59	186.57
-79	60	228.98
-79	61	192.94
-79	62	190.81
-79	63	176.6
-79	64	167.6
-79	65	183.55
-79	66	145.99
-79	67	140.88
-79	68	126.16
-79	69	125.18
-79	70	134.52
-79	71	128.04
-79	72	125.89
-79	73	93.65
-79	74	95.416
-79	75	96.102
-79	76	93.023
-79	77	79.998
-79	78	80.073
-79	79	66.113
-79	80	78.277
-78	-40	32.145
-78	-39	25.979
-78	-38	27.521
-78	-37	31.882
-78	-36	25.032
-78	-35	31.141
-78	-34	26.622
-78	-33	39.578
-78	-32	40.844
-78	-31	37.422
-78	-30	37.678
-78	-29	39.435
-78	-28	43.965
-78	-27	48.995
-78	-26	47.962
-78	-25	52.583
-78	-24	58.18
-78	-23	70.602
-78	-22	67.407
-78	-21	76.601
-78	-20	84.773
-78	-19	83.91
-78	-18	90.667
-78	-17	87.79
-78	-16	88.435
-78	-15	104.93
-78	-14	96.188
-78	-13	102.44
-78	-12	116.44
-78	-11	122.62
-78	-10	116.33
-78	-9	114.42
-78	-8	127.15
-78	-7	123.89
-78	-6	140.28
-78	-5	157.94
-78	-4	161.5
-78	-3	162.89
-78	-2	179.21
-78	-1	198.92
-78	0	215.25
-78	1	224.41
-78	2	238.37
-78	3	259.92
-78	4	233.39
-78	5	278.74
-78	6	259.72
-78	7	251.99
-78	8	294.46
-78	9	276.81
-78	10	265.89
-78	11	284.88
-78	12	271.11
-78	13	283.63
-78	14	265.48
-78	15	248.56
-78	16	277.43
-78	17	274.23
-78	18	259.89
-78	19	276.73
-78	20	248.69
-78	21	267.61
-78	22	298.8
-78	23	276.79
-78	24	281.76
-78	25	277.37
-78	26	283.21
-78	27	312.6
-78	28	285.18
-78	29	307.15
-78	30	270.27
-78	31	270.48
-78	32	285.14
-78	33	294.4
-78	34	280.31
-78	35	286.46
-78	36	289.96
-78	37	301.81
-78	38	266.88
-78	39	275.01
-78	40	264.92
-78	41	272
-78	42	269.31
-78	43	278.26
-78	44	288.51
-78	45	266.42
-78	46	276.11
-78	47	281.64
-78	48	240.24
-78	49	259.07
-78	50	255.15
-78	51	224.94
-78	52	249.25
-78	53	211.37
-78	54	213.31
-78	55	209.54
-78	56	199.26
-78	57	227.45
-78	58	201.16
-78	59	214.78
-78	60	193.33
-78	61	211.55
-78	62	207.6
-78	63	167.31
-78	64	185.74
-78	65	150.31
-78	66	152.22
